country,country_code_3_digit,country_code_2_digit,population,confirmed cases_counts,deaths_counts,source,reported_date
France,FRA,FR,67012883,0,0,"Epidemic intelligence, national daily data",2020-02-09
Netherlands,NLD,NL,17282163,601,0,"Epidemic intelligence, national daily data",2020-08-07
Andorra,AND,AD,76177,14,2,"Epidemic intelligence, national daily data",2020-04-02
Bulgaria,BGR,BG,7000039,167,15,"Epidemic intelligence, national daily data",2020-09-09
Greece,GRC,EL,10724599,139,5,"Epidemic intelligence, national daily data",2020-09-08
Czechia,CZE,CZ,10649800,1076,19,"Epidemic intelligence, national daily data",2020-10-01
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-02-05
Norway,NOR,NO,5328212,66,0,"Epidemic intelligence, national daily data",2020-08-13
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-01-07
Jersey,JEY,JE,107796,5,1,"Epidemic intelligence, national daily data",2020-04-05
Iceland,ISL,IS,356991,4,0,"Epidemic intelligence, national daily data",2020-08-13
Malta,MLT,MT,493559,6,0,"Epidemic intelligence, national daily data",2020-05-11
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-03-13
Ukraine,UKR,UA,43733759,1847,33,"Epidemic intelligence, national daily data",2020-08-16
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-07-12
Greece,GRC,EL,10724599,306,5,"Epidemic intelligence, national daily data",2020-10-11
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-01-02
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-07-01
Sweden,SWE,SE,10230185,284,7,"Epidemic intelligence, national daily data",2020-07-18
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-02-05
Latvia,LVA,LV,1919968,148,1,"Epidemic intelligence, national daily data",2020-10-17
Sweden,SWE,SE,10230185,298,5,"Epidemic intelligence, national daily data",2020-08-22
Estonia,EST,EE,1324820,1,0,"Epidemic intelligence, national daily data",2020-06-24
Monaco,MCO,MC,33085,1,0,"Epidemic intelligence, national daily data",2020-06-22
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-01-10
Cyprus,CYP,CY,875899,3,0,"Epidemic intelligence, national daily data",2020-07-28
North Macedonia,MKD,MK,2077132,185,11,"Epidemic intelligence, national daily data",2020-06-21
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-08-24
North Macedonia,MKD,MK,2077132,0,0,"Epidemic intelligence, national daily data",2020-01-23
Ireland,IRL,IE,4904240,97,0,"Epidemic intelligence, national daily data",2020-09-05
Luxembourg,LUX,LU,613894,141,6,"Epidemic intelligence, national daily data",2020-04-02
Austria,AUT,AT,8858775,593,1,"Epidemic intelligence, national daily data",2020-09-22
Romania,ROU,RO,19414458,1311,27,"Epidemic intelligence, national daily data",2020-09-13
Austria,AUT,AT,8858775,17,6,"Epidemic intelligence, national daily data",2020-06-18
Slovenia,SVN,SI,2080908,38,4,"Epidemic intelligence, national daily data",2020-07-23
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-01-07
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-05-11
Italy,ITA,IT,60359546,1326,6,"Epidemic intelligence, national daily data",2020-09-03
Slovenia,SVN,SI,2080908,15,1,"Epidemic intelligence, national daily data",2020-04-26
Hungary,HUN,HU,9772756,16,0,"Epidemic intelligence, national daily data",2020-07-08
Faroes,,,48865,1,0,"Epidemic intelligence, national daily data",2020-04-01
Andorra,AND,AD,76177,1,1,"Epidemic intelligence, national daily data",2020-05-03
Poland,POL,PL,37972812,277,14,"Epidemic intelligence, national daily data",2020-07-09
Greece,GRC,EL,10724599,15,3,"Epidemic intelligence, national daily data",2020-04-17
Serbia,SRB,RS,6963764,92,1,"Epidemic intelligence, national daily data",2020-09-12
Armenia,ARM,AM,2963234,82,1,"Epidemic intelligence, national daily data",2020-05-01
Ireland,IRL,IE,4904240,1186,3,"Epidemic intelligence, national daily data",2020-10-16
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-07-15
Jersey,JEY,JE,107796,14,0,"Epidemic intelligence, national daily data",2020-04-07
Montenegro,MNE,ME,622182,17,0,"Epidemic intelligence, national daily data",2020-07-23
Portugal,PRT,PT,10276617,963,12,"Epidemic intelligence, national daily data",2020-10-04
Georgia,GEO,GE,3989175,0,1,"Epidemic intelligence, national daily data",2020-07-30
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-03-19
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-03-08
Ukraine,UKR,UA,43733759,2,0,"Epidemic intelligence, national daily data",2020-03-17
Greece,GRC,EL,10724599,10,1,"Epidemic intelligence, national daily data",2020-05-27
Andorra,AND,AD,76177,94,0,"Epidemic intelligence, national daily data",2020-09-15
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-05-13
Belarus,BLR,BY,9449321,741,2,"Epidemic intelligence, national daily data",2020-04-24
Latvia,LVA,LV,1919968,4,0,"Epidemic intelligence, national daily data",2020-08-24
Norway,NOR,NO,5328212,425,2,"Epidemic intelligence, national daily data",2020-03-28
Italy,ITA,IT,60359546,235,21,"Epidemic intelligence, national daily data",2020-07-05
Monaco,MCO,MC,33085,4,0,"Epidemic intelligence, national daily data",2020-04-04
Denmark,DNK,DK,5806081,110,3,"Epidemic intelligence, national daily data",2020-05-11
Sweden,SWE,SE,10230185,378,1,"Epidemic intelligence, national daily data",2020-09-29
Albania,ALB,AL,2862427,77,2,"Epidemic intelligence, national daily data",2020-06-27
Netherlands,NLD,NL,17282163,6493,23,"Epidemic intelligence, national daily data",2020-10-11
Bosnia and Herzegovina,BIH,BA,3280815,30,2,"Epidemic intelligence, national daily data",2020-03-31
San Marino,SMR,SM,34453,1,0,"Epidemic intelligence, national daily data",2020-04-21
Guernsey,GGY,GG,64468,23,2,"Epidemic intelligence, national daily data",2020-04-04
Malta,MLT,MT,493559,47,1,"Epidemic intelligence, national daily data",2020-10-07
Sweden,SWE,SE,10230185,333,2,"Epidemic intelligence, national daily data",2020-08-05
Gibraltar,GIB,GI,33691,1,0,"Epidemic intelligence, national daily data",2020-08-07
Serbia,SRB,RS,6963764,196,6,"Epidemic intelligence, national daily data",2020-05-02
Moldova,MDA,MD,4033963,92,10,"Epidemic intelligence, national daily data",2020-07-07
Ireland,IRL,IE,4904240,37,9,"Epidemic intelligence, national daily data",2020-05-27
Hungary,HUN,HU,9772756,71,16,"Epidemic intelligence, national daily data",2020-04-18
Bulgaria,BGR,BG,7000039,189,1,"Epidemic intelligence, national daily data",2020-07-26
Romania,ROU,RO,19414458,430,8,"Epidemic intelligence, national daily data",2020-04-05
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-07-31
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-09-05
Spain,ESP,ES,46937060,6361,2,"Epidemic intelligence, national daily data",2020-07-27
Croatia,HRV,HR,4076246,58,0,"Epidemic intelligence, national daily data",2020-08-06
Serbia,SRB,RS,6963764,0,0,"Epidemic intelligence, national daily data",2020-01-04
Montenegro,MNE,ME,622182,15,0,"Epidemic intelligence, national daily data",2020-04-17
Finland,FIN,FI,5517919,227,0,"Epidemic intelligence, national daily data",2020-10-07
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-01-25
Jersey,JEY,JE,107796,10,0,"Epidemic intelligence, national daily data",2020-10-06
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-07-16
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-02-28
Germany,DEU,DE,83019213,0,0,"Epidemic intelligence, national daily data",2020-02-14
Latvia,LVA,LV,1919968,21,2,"Epidemic intelligence, national daily data",2020-04-13
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-07-06
Andorra,AND,AD,76177,72,0,"Epidemic intelligence, national daily data",2020-09-24
Norway,NOR,NO,5328212,49,0,"Epidemic intelligence, national daily data",2020-05-02
Finland,FIN,FI,5517919,11,0,"Epidemic intelligence, national daily data",2020-06-24
Hungary,HUN,HU,9772756,12,2,"Epidemic intelligence, national daily data",2020-06-12
North Macedonia,MKD,MK,2077132,0,0,"Epidemic intelligence, national daily data",2020-01-05
Spain,ESP,ES,46937060,4424,787,"Epidemic intelligence, national daily data",2020-04-15
Lithuania,LTU,LT,2794184,1,0,"Epidemic intelligence, national daily data",2020-07-01
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-06-06
North Macedonia,MKD,MK,2077132,22,1,"Epidemic intelligence, national daily data",2020-03-29
Slovenia,SVN,SI,2080908,28,5,"Epidemic intelligence, national daily data",2020-04-16
Romania,ROU,RO,19414458,523,25,"Epidemic intelligence, national daily data",2020-04-12
Turkey,TUR,TR,82003882,0,0,"Epidemic intelligence, national daily data",2020-03-05
Ireland,IRL,IE,4904240,129,1,"Epidemic intelligence, national daily data",2020-08-21
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-03-08
Slovenia,SVN,SI,2080908,26,0,"Epidemic intelligence, national daily data",2020-03-12
Faroes,,,48865,9,0,"Epidemic intelligence, national daily data",2020-03-31
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-05-30
Bulgaria,BGR,BG,7000039,0,0,"Epidemic intelligence, national daily data",2020-01-04
Slovakia,SVK,SK,5450421,10,0,"Epidemic intelligence, national daily data",2020-03-27
Switzerland,CHE,CH,8544527,205,30,"Epidemic intelligence, national daily data",2020-04-23
Moldova,MDA,MD,4033963,35,0,"Epidemic intelligence, national daily data",2020-03-31
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-08-19
Finland,FIN,FI,5517919,71,4,"Epidemic intelligence, national daily data",2020-04-01
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-01-11
Austria,AUT,AT,8858775,114,0,"Epidemic intelligence, national daily data",2020-08-07
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-02-14
the Holy See/ Vatican City State,VAT,VA,809,7,0,"Epidemic intelligence, national daily data",2020-10-13
Russia,RUS,RU,145934460,11656,94,"Epidemic intelligence, national daily data",2020-05-12
Austria,AUT,AT,8858775,205,0,"Epidemic intelligence, national daily data",2020-03-16
Finland,FIN,FI,5517919,21,0,"Epidemic intelligence, national daily data",2020-08-27
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-01-27
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-01-20
Italy,ITA,IT,60359546,8803,83,"Epidemic intelligence, national daily data",2020-10-16
Spain,ESP,ES,46937060,482,52,"Epidemic intelligence, national daily data",2020-05-21
Romania,ROU,RO,19414458,3186,52,"Epidemic intelligence, national daily data",2020-10-10
Turkey,TUR,TR,82003882,1372,17,"Epidemic intelligence, national daily data",2020-06-28
North Macedonia,MKD,MK,2077132,10,1,"Epidemic intelligence, national daily data",2020-05-13
Albania,ALB,AL,2862427,14,2,"Epidemic intelligence, national daily data",2020-04-29
Bulgaria,BGR,BG,7000039,96,6,"Epidemic intelligence, national daily data",2020-08-23
Russia,RUS,RU,145934460,6509,176,"Epidemic intelligence, national daily data",2020-07-10
Belgium,BEL,BE,11455519,5248,14,"Epidemic intelligence, national daily data",2020-10-06
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-07-25
Jersey,JEY,JE,107796,5,0,"Epidemic intelligence, national daily data",2020-10-01
Finland,FIN,FI,5517919,19,0,"Epidemic intelligence, national daily data",2020-08-13
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-04-15
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-01-20
United Kingdom,GBR,UK,66647112,721,47,"Epidemic intelligence, national daily data",2020-06-09
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-02-14
Netherlands,NLD,NL,17282163,845,175,"Epidemic intelligence, national daily data",2020-04-01
Kosovo,,,1798506,218,0,"Epidemic intelligence, national daily data",2020-08-06
Austria,AUT,AT,8858775,108,0,"Epidemic intelligence, national daily data",2020-07-21
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-03-03
Sweden,SWE,SE,10230185,633,1,"Epidemic intelligence, national daily data",2020-10-02
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-10-05
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-03-04
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-02-23
North Macedonia,MKD,MK,2077132,160,5,"Epidemic intelligence, national daily data",2020-07-18
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-09-24
Azerbaijan,AZE,AZ,10139175,13,1,"Epidemic intelligence, national daily data",2020-05-19
Ireland,IRL,IE,4904240,235,2,"Epidemic intelligence, national daily data",2020-03-26
Iceland,ISL,IS,356991,0,0,"Epidemic intelligence, national daily data",2020-01-25
Iceland,ISL,IS,356991,5,0,"Epidemic intelligence, national daily data",2020-04-22
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-04-25
Netherlands,NLD,NL,17282163,4000,5,"Epidemic intelligence, national daily data",2020-10-05
Monaco,MCO,MC,33085,1,0,"Epidemic intelligence, national daily data",2020-09-16
Spain,ESP,ES,46937060,7296,47,"Epidemic intelligence, national daily data",2020-08-26
Portugal,PRT,PT,10276617,0,0,"Epidemic intelligence, national daily data",2020-01-25
Hungary,HUN,HU,9772756,1,2,"Epidemic intelligence, national daily data",2020-06-17
Portugal,PRT,PT,10276617,0,0,"Epidemic intelligence, national daily data",2020-01-09
Cyprus,CYP,CY,875899,1,0,"Epidemic intelligence, national daily data",2020-07-02
Greece,GRC,EL,10724599,35,1,"Epidemic intelligence, national daily data",2020-03-18
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-10-10
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-01-22
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-04-18
Azerbaijan,AZE,AZ,10139175,0,0,"Epidemic intelligence, national daily data",2020-03-13
Cyprus,CYP,CY,875899,7,0,"Epidemic intelligence, national daily data",2020-07-29
Latvia,LVA,LV,1919968,250,1,"Epidemic intelligence, national daily data",2020-10-24
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-09-30
Azerbaijan,AZE,AZ,10139175,0,0,"Epidemic intelligence, national daily data",2020-01-15
Czechia,CZE,CZ,10649800,2306,24,"Epidemic intelligence, national daily data",2020-09-24
Slovakia,SVK,SK,5450421,1,0,"Epidemic intelligence, national daily data",2020-05-24
Jersey,JEY,JE,107796,5,0,"Epidemic intelligence, national daily data",2020-05-17
Albania,ALB,AL,2862427,17,0,"Epidemic intelligence, national daily data",2020-05-17
Armenia,ARM,AM,2963234,0,0,"Epidemic intelligence, national daily data",2020-02-15
Malta,MLT,MT,493559,55,0,"Epidemic intelligence, national daily data",2020-08-14
Romania,ROU,RO,19414458,420,21,"Epidemic intelligence, national daily data",2020-07-04
Russia,RUS,RU,145934460,8926,91,"Epidemic intelligence, national daily data",2020-05-19
Sweden,SWE,SE,10230185,340,85,"Epidemic intelligence, national daily data",2020-04-06
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-06-10
France,FRA,FR,67012883,517,57,"Epidemic intelligence, national daily data",2020-06-24
Germany,DEU,DE,83019213,955,0,"Epidemic intelligence, national daily data",2020-08-01
Kosovo,,,1798506,117,5,"Epidemic intelligence, national daily data",2020-09-06
Bulgaria,BGR,BG,7000039,785,8,"Epidemic intelligence, national daily data",2020-10-14
United Kingdom,GBR,UK,66647112,597,57,"Epidemic intelligence, national daily data",2020-07-09
San Marino,SMR,SM,34453,4,1,"Epidemic intelligence, national daily data",2020-05-24
Serbia,SRB,RS,6963764,309,11,"Epidemic intelligence, national daily data",2020-07-04
Portugal,PRT,PT,10276617,390,3,"Epidemic intelligence, national daily data",2020-09-03
Netherlands,NLD,NL,17282163,0,0,"Epidemic intelligence, national daily data",2020-02-15
Norway,NOR,NO,5328212,53,9,"Epidemic intelligence, national daily data",2020-04-22
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-02-21
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-03-01
Lithuania,LTU,LT,2794184,3,0,"Epidemic intelligence, national daily data",2020-06-17
Malta,MLT,MT,493559,42,2,"Epidemic intelligence, national daily data",2020-09-24
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-02-16
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-02-25
Bulgaria,BGR,BG,7000039,79,8,"Epidemic intelligence, national daily data",2020-06-23
Switzerland,CHE,CH,8544527,54,6,"Epidemic intelligence, national daily data",2020-05-11
United Kingdom,GBR,UK,66647112,5065,1036,"Epidemic intelligence, national daily data",2020-04-17
Lithuania,LTU,LT,2794184,202,5,"Epidemic intelligence, national daily data",2020-10-21
Moldova,MDA,MD,4033963,188,8,"Epidemic intelligence, national daily data",2020-05-29
Russia,RUS,RU,145934460,5848,147,"Epidemic intelligence, national daily data",2020-07-24
Latvia,LVA,LV,1919968,5,0,"Epidemic intelligence, national daily data",2020-08-26
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-05-20
Bulgaria,BGR,BG,7000039,28,4,"Epidemic intelligence, national daily data",2020-04-04
